index,oracle_id
37,00605b83-faf6-4779-be9d-6a2c8f0ea722
42,006bbd8b-2007-419d-8b84-9ff73f2f95b7
43,007161cb-a44b-4443-a53a-dfaacc6cfb86
44,0071723e-388d-4ae7-bc99-c143dd356c63
45,00771a33-7443-43f9-a61e-1737b62b1f81
46,0077740a-528b-4ee3-b331-fac321b95302
47,007c110d-4364-41e5-a8bc-6ac05ecbbd00
48,008011e2-7b82-4962-af6e-be627112f37f
49,008290c2-499d-425b-9a6c-c4aeb47c33ff
50,00876e98-d062-4a12-85e6-86a2b20cf867
51,00895741-f94f-4d80-8ca4-c436bf3c8d56
52,0089b07c-7f47-4a9a-9fb7-cc38ec9d7bcd
53,008ac258-763c-4379-bfcd-b9cc4d7296dd
54,008c92bc-3022-4d34-aa04-584576ff8f8e
55,008cb342-79f5-4df6-a6b7-0e9e22ed693f
56,008d5896-6fc9-4aaa-8c6f-a44c2feb98bb
57,008eda1f-b913-4f04-8c29-5e87c270149e
58,008f2698-1721-45a3-8353-10f2f400dc8f
59,00909d51-3da8-41eb-a535-0c325fedc59f
60,00915480-ffa8-4930-a158-b1c1f75b7876
61,009240f3-b7f8-4cbe-a3e9-974da66fb62c
62,009a399b-c78e-475b-8bc3-7db2afc9d676
63,009a8e38-74d0-4b4a-b8ca-62c9f3183531
64,009fcd1e-5c5f-435b-afc1-099f1622e45c
65,00a15abc-bdac-4977-90a0-f08d41941d01
66,00ab9841-934f-4a66-a98d-68d01661b1c9
67,00abb43b-550f-42d2-9049-61ac56ff5d8d
68,00ad27a1-9162-408d-ac75-970e45d7e06c
69,00af96af-5eae-4044-a2f7-a08cd0699d1e
70,00afc724-be09-4e92-a50c-88011bd10ccd
71,00b34fab-5a80-4a4d-b6cf-72479197677a
72,00b3971b-5bf7-4a3f-9607-6265f9af9098
73,00bcfbaf-cd31-4688-973e-4238749051b7
74,00c0543c-2a1f-4425-8283-4062d74a1637
75,00cb93a8-5d33-4c6a-9e2a-4b3560f76f3f
76,00d3fcdf-6959-4437-9bad-93a8625510a1
77,00d8efa6-a2d9-4249-8da7-b45173675329
78,00de57d2-7cb6-4337-9bc6-f6711e4dfabf
79,00e0b103-892c-49b3-836d-867fff197bbd
80,00e35322-1a9a-41e3-9ce1-359c8eaa3bc7
81,00e36265-0cd8-4084-adf5-d1ed44f0d689
82,00e6808c-1f9e-4b6a-807c-83f433b81a41
83,00e8b4c9-3a79-4864-a730-c0081d397c5b
84,00e9957a-5684-4a07-954e-8161925fefe4
85,00e9c357-5d0b-45cc-a5fd-70ac1f327d28
86,00ef1c55-dea1-4564-bd57-66de86cba4df
87,00efb113-ba5a-4749-b42b-5693b980f26f
88,00f579f4-2d18-4c7c-91b2-34726b384535
89,00f82f84-81a5-45e5-9c35-9d627a180950
90,00fc773a-72aa-4b58-a17c-8ac0f17c4c85
91,00fdcc19-88ed-46c3-91f0-095806228105
92,01003192-8927-4e55-8dd9-e9e088a3fbe4
93,0101f891-e54c-43e5-86f3-263d95060fcd
94,0103b2f2-05dd-40af-954d-303c144edb04
95,01072a45-ab1c-4d19-b493-76cf4aae351e
96,01076e04-3106-4968-8ef4-b26fc3786699
97,01081f81-f588-43ab-8d47-13593aa19ce1
98,010c660a-a67b-48f0-a63a-15470eb89f69
99,010e0d5c-e751-4f67-b305-8a598cc1f0de
100,010ec11a-0484-486d-b7c0-de65593bf457
101,011371f0-a7f1-47a5-9883-22a14cfe4de9
102,0114f97f-b196-4af1-90aa-eba164cb8f22
103,01197456-62f1-4bc0-9f2f-127f97f9b05d
104,011af4c1-e8ed-44bf-b7b5-dfdc18524cd0
105,011b2243-b8be-471f-9d8f-824a40e599df
106,011bb6cc-f1a1-4790-befc-373acabf63b8
107,011d4f47-c6fd-434b-98f2-2f558fbff40b
108,0123b162-0413-4022-acc0-e5bd061d3fb4
109,0124977f-06e6-430a-a874-f7d05883a97c
110,0126f620-1dbf-405c-b5cf-f48b7ef02d32
111,01294ac9-1a06-4ee8-b3b1-db1f07c9d94e
113,01317d6c-8c11-40e1-8f7b-d36050973ada
114,0131d2ac-d677-45fd-9729-a5428139cb5b
115,013a465b-7034-45fe-bf62-c3d273131ec5
112,012c665c-24b1-49d6-b575-2b4ee1c3a833
116,013c42a4-d555-46c9-9d57-b50d6b59ae9e
117,013e4281-4e3e-47c2-ac9a-f570668bcb16
118,0140cf53-71ef-4d37-9197-48aab35ca4a2
119,01443d75-3f86-45c0-81fa-fbf1b3175d4f
120,0144d9bb-d3cb-4c23-b133-6653d7c3a76d
121,0146de73-29bf-415a-b450-11074553f715
122,01499544-6850-49f0-a66e-113df19c4340
123,014c94d8-2c39-4d33-902b-fa2398406fd5
124,014ca38f-d4ac-4417-bfa8-785a7d6fce43
125,014d00fc-434a-4b06-84b2-afd930677d61
126,015004d7-989b-4549-9ffa-b062126d04d2
127,01518a87-6b16-4b7b-805d-b652404c6356
128,01546b7d-a233-4176-8843-d732074dc5b6
129,01565f61-a3c8-42ca-99f3-07cfc64034a2
130,0156bfbc-26bc-4699-a7ff-437f7c043716
131,0158a440-6573-4f12-958b-a5f0cf190d5b
132,01590ff3-34fa-47aa-b5da-f0b8c1b031c6
133,015b1006-decb-4d94-940e-bca550e0ad5b
134,015b712b-3778-449d-9280-f848eef0fd8a
135,016a6ec3-f4f6-4b47-9931-e0b14a25bd5e
136,017568ea-613f-4057-9a8d-61b087d6dc92
137,01790829-cc03-430f-a899-2f274b7dbf62
138,01799149-4bca-417b-9e89-14493fd46c79
139,017f1f83-18a8-4523-917d-98f6ca7838b7
140,017f4471-db5a-4ad0-97b3-b1f12b52578a
141,01800a0c-ad93-4e45-a904-38253a143638
142,01805d0d-3a72-4d26-9475-3e68c278b7fe
143,018107d1-ebf7-4657-bc91-c8374af55cc5
144,018129dd-f578-4fc9-b6f8-b13ed0c75a8d
145,01823ab7-b9f6-48bc-b45c-9b0fabc6f657
146,0184d74b-e9aa-4b5a-8db0-b15cecbc17fb
147,01851796-44f3-47ee-b00b-f65e0ab97493
148,018985f5-6a67-4f2f-855c-efa7254ad3f8
149,01906aae-fc53-40b0-a386-dae43e4f437f
150,01914751-af8e-4aea-a254-6fa4f9fd3457
151,019461d9-63ae-43d3-a9d4-bd745d0cf46c
152,01990628-12b4-49c9-af3d-03120891efc4
153,019a3229-dd1c-4f70-a8fb-e33dbc54df39
154,019aa6a6-7be8-4c3d-8f3e-4ccce2b9c3d3
155,019d0013-52fd-4261-9cc8-7efcee5a4616
156,01a6f8e6-439b-4de4-9f0a-21a035fd849e
157,01a79429-7d57-4a51-9815-a20905ed4707
158,01a7e0ce-c98f-4cf2-aba3-360aa0a9b9a7
159,01ab37a4-21d2-49f4-9b85-cb522a4d04ad
160,01add64a-205d-4c0e-a393-89e7a1a0ea44
161,01afb7a1-6427-4bb6-935a-613e9bda9de3
162,01b3af6d-ab7d-4137-a94a-1cf2cbfd9d44
163,01b778d7-0965-48ab-a81f-e29f8a233d07
164,01bba3b8-6372-437e-ab34-ae2c8105cd28
165,01c08e2c-6169-43bf-8388-32ef37f253c9
166,01c2b66a-66d1-4282-a078-b1fa737c57f4
167,01c39670-3677-49df-a4f6-e5062e0909d5
168,01c729d7-9b80-479d-8d30-ae47c76c2c50
169,01c8a554-45a6-46ca-b40a-af0fd4529e40
170,01c8d29f-4924-4d55-80bc-0c0c06bcb733
171,01cb56d7-f859-46fd-b6c9-40d2c4965b69
172,01cd52f9-7fac-4396-bec7-d06bf683e011
173,01cebebb-050c-4b69-8a13-c569183a3cc3
174,01d202b9-1ac6-484c-a208-a8bc69bccdb2
175,01d4c859-8b15-4567-a2c4-70a30c709999
176,01d70534-7c26-4a54-9eca-d0ebbefc2159
177,01da67a5-e3dc-44f4-8a93-513bfa4d8fbc
178,01dc15ee-83de-49d5-aa37-e0bdd419887e
179,01dc86f3-5ebb-4b10-bf68-8fc9f232c724
180,01deabbb-af6a-4998-99a7-35b7cfa9ef77
181,01deda1e-01f2-495f-992a-ca2e8b0a1111
182,01e023e5-38bc-4203-aecb-6b2de54b03ea
183,01e311d2-8fe6-4e64-9575-3ef266985f0b
184,01e81249-6c45-4fae-86ee-9ef5fbec99ec
185,01f06642-015f-40b4-a940-af576ad9e82c
186,01f07ab9-3c3e-4fea-9cd6-543a5b7056b8
187,01f29158-2dc9-4b9d-b726-add5d3fd5782
188,01f675c3-d1c4-45c8-8a2e-75f535db3025
189,01f8db27-1191-488e-b0d5-172821613c15
190,01fbdd79-5c23-43d5-8e95-492f8e994956
191,01fc5bb3-ebd7-4ab4-8aef-2ece1e1d9b7c
192,01fd889f-1839-44b9-b936-0e62c8f8a730
193,01fda82a-227d-4e3d-8481-a13c3812392a
194,020225db-5623-49c2-8cdf-1ec2a05b8b0a
195,0203e250-d60e-46c6-9c58-d620f0377be0
196,02079e18-ac14-4255-95c4-741eb76c4799
197,02090581-61aa-4348-ad57-451be8ee91c2
198,02095128-82cd-4531-b47e-471307746f81
199,0209dc74-ac49-4deb-907a-e9fa49d27a0f
200,020c26ba-ed46-47c3-925c-b9f32500f503
201,020d0c91-da68-40da-8561-5522377f3d07
202,0214805d-d207-42da-a25f-2a8e1990904e
203,02197d14-8d9f-4b1f-9ee0-ce8ef690843c
204,021ce403-cbfa-4d69-a6e9-473d58bd477a
205,021d654e-b731-40d0-a18e-eaff43f9fdb9
206,021d8596-782a-4cfd-8b70-ac5bb8a5aff1
207,021e4165-2f02-4bd4-86ca-cb7bf4c9e23d
208,0222414f-98b5-458a-a0fd-831a66cd8b07
209,02238355-9c84-4ae0-b850-269f460144a8
210,022624eb-c9d7-4110-bcc3-465c8d48fcd7
211,022667d0-60f2-4e37-bc50-53198fc933ab
212,02269353-2949-4599-b5a3-f20fdb501285
213,022dae2e-7fc3-486e-9168-59652d9ab21c
214,0230de18-8d15-4cfa-9d42-7ccddd9f9570
215,0230fdda-d916-457e-9dfd-61783fcf4652
216,0237cccc-3161-4d91-8e69-e3d315dcb246
217,02393093-e970-40a0-848b-9cd758450cbb
218,0239b661-80be-4b52-b3b7-fca229192b58
219,023e26d8-b67d-43dd-89b1-8905b1183094
220,023f9e20-51fc-493d-a7aa-c9fcbdc7cd04
221,02418479-9455-417f-a6a1-004356faff37
222,024cfe2e-d3c0-4341-bb70-67664ed1595d
223,024ea14f-48b7-485d-8426-317d59f8262d
224,02500f21-6e15-423e-93ff-891e09fe9904
225,02520741-d7f0-46e6-acbe-010b65fc24c0
226,0258a606-1625-402e-b0c4-ffca06779b5e
227,025939a0-424a-41bf-8fc9-2ef9ea5485f7
228,02598a35-1b11-4abe-89cd-fc44c8c36c15
229,025bbfc8-bccd-4062-b758-7f9e1f8ad420
230,025f8db8-11d1-4c59-8e1f-004c9c843fd8
231,02628058-c9d8-4265-afd1-3fb697ec89f7
232,026318be-e3dd-4d5c-bd77-53ce23a2e7cc
233,0264b059-75cb-41e6-9e51-262ac22b4c60
234,02679a2e-303d-412f-87d8-0a37a8ca259c
235,026b7221-0caf-4c8b-8c1b-e7de836797b7
236,026ef98e-4f0a-4a6d-b74f-d17ac8b10e37
237,026f4a4b-eedd-44e1-9d37-ca4fb8d6db98
238,0272ca81-e727-4f4b-b06e-072d70bb5558
239,02746b0e-3ef9-46c0-9517-6c52c2905d0b
240,027484b8-0df5-48b6-b69b-bb4e39c5ba81
241,0274f286-46a1-4028-878a-88c2146a895c
242,02765930-e15e-4cc1-ac0d-040334a9c5bc
243,027b0223-173f-4f8b-a38c-59bab391f472
244,027dd013-baa7-4111-b3c9-f4d1414e9c45
245,0282b5c0-e792-4099-a3fa-329eda11fb44
246,028335db-58f6-47fe-8c6a-f336d0d91fb1
247,0283bf5e-ddf2-4a4a-a7cf-d3e27eed7e7d
248,02847b0d-03a1-4e30-902e-60bdf6952c58
249,0285bd20-f49e-48f7-8c8c-960f9fbe4d34
250,0287d541-3f73-4c8b-9a77-87f99898758d
251,028bc726-0e86-4c53-9648-625153ae4b01
252,028dcef2-3de9-4dde-ba17-f9e077b3190d
253,028f2c1d-9c1d-4ac3-adf4-644b5166502b
254,028fa430-722d-45aa-b415-3f84076091a9
255,0297eeb2-47ec-4f9a-b1ad-4e7286994f00
256,029d08cb-da4d-4f4e-b667-62712af63260
257,02a506bd-203f-421c-b72e-e2ba77e922aa
258,02a8a4e6-2081-4903-81ad-96e5a949dff8
259,02a8a5cc-62ce-4ae5-aa7d-760124af7d7b
260,02a95ea7-cfb9-497c-a004-3e783856d79c
261,02abe85a-c603-4963-aba4-524cc80847ea
262,02af53c1-83e6-447f-908b-2757c8aa445c
263,02b463aa-5541-4238-8423-de558034c676
264,02b5acf3-47cb-4d39-9307-e02656f1879b
265,02b5ea0b-c0a3-4213-9064-e688190fca5e
266,02b86af4-c899-4310-98fa-c6479470b716
267,02b91673-48f0-44ad-b7dd-5ee81affbd67
268,02ba4a13-9599-4d61-9dce-fd5be5513562
269,02bd033c-684f-420d-b8d0-5e7ebf161af3
270,02bff648-fbad-4d61-ab09-93993a5fda58
271,02c08d0b-0d76-4533-a7e9-d40c7c4b3450
272,02c4abd0-9a68-4a85-954b-3f64666c1f8d
273,02c741d0-99d3-48e5-9846-0fea5a0a29fe
274,02d0b0fd-ff73-4e26-be44-d85c743d51e4
275,02d1dc2f-625e-4be3-9daf-e48c44bc9bf7
276,02d25219-888d-4032-9e9e-8c6f879a9084
277,02d4c3a8-c733-45c1-bca5-51eed47c9230
278,02d4fe7d-ade4-40b1-b323-73a52c440525
279,02d50c11-51e3-4b3f-bf3d-3b1775d514f6
280,02d529df-6299-4e8f-9794-70c8061efdc4
281,02d69413-e040-46b1-8f58-69bde666329d
282,02d6b7f6-1fe0-4a93-8385-69ab160ab732
283,02d78e76-8151-4851-bb4e-e0a1fa98756f
284,02d998a6-0afd-4be1-a209-05618fcc43ea
285,02da2145-0edb-44be-8622-360182a8c25a
286,02da2cbf-50d6-4c37-8a9f-40db1f7954be
287,02dbb6f8-ef84-4156-87dc-34033e64fdb7
288,02e1a471-36b2-4d28-a323-f4ec3d095cb9
289,02e2dbde-2373-4f29-bd9d-787f1805b061
290,02e81bb8-ba80-4483-9b9f-973dcae0fc9d
291,02eef375-5166-4b6b-bb17-b38074a6ba53
292,02f062f5-8012-4440-ac12-49fc49822106
293,02f16726-f2f6-4943-b71a-93f8e26251d3
294,02f35851-c1be-4162-a6f8-7897325555a7
295,02f3b9c3-f611-4f05-ab3e-b296916efdad
296,02f46271-c90d-4318-9004-74e7bee64a89
297,02f5ceb4-8b9c-4107-972b-6eec365c4a6c
298,02f8ec49-f490-408b-a76e-58e160a5a5a7
299,02fd4da6-6c6e-4143-a915-495c668de148
300,02fde433-955d-49df-bd72-270b6feac9e7
301,02fe8ed4-3c5d-4875-b584-b33b819c47be
302,0300d8a1-ff4e-4e05-a097-4822f80c47e1
303,03025ec0-75fe-439d-b0c1-9bdb0f0ff336
304,0308b9f2-11da-41d0-8d18-18e8c0c600ab
305,030e9e3e-ce78-4c3b-bd83-969c07c70459
306,0310dfdb-0498-488d-9f1a-279f8239e024
307,03136fe1-17e2-4b1c-860a-dc6373c8fdb5
308,03160a74-8b83-4e07-b702-977a91a6311f
309,03199a9e-3a52-42af-8027-50b455a054d4
310,0319a50f-cbcd-45ab-9630-9e9f1498d23d
311,031cd561-d9b1-4a0e-bc38-bc09e80563c3
312,031ddf1e-afcf-4b09-8859-4df0f0ab5dcf
313,031f629f-7a9a-4143-9f5d-434ed1c23b7f
314,03220765-8a9d-4d4a-88d5-98df975ce13c
315,032367fd-e869-463e-aa0f-65e3c6567e60
316,0324941f-484c-4656-8d1c-66e919c2bc7c
317,03259490-a789-4f96-8c5b-b410425bdd02
318,032a5616-bbaf-4659-86c4-43edf29b9788
319,032b5fc4-5aca-41b6-9bf6-2c1ed0018968
320,032b8a0d-491a-4a12-ab9f-689010054d5b
321,032cc574-f7e7-4753-9a30-76cbd45d9563
322,032ec6e2-6cc3-4a97-9cc7-3233f5e11904
323,03332772-18b0-446a-a7e2-a4bdf38c4f0c
326,0340cfcb-fc96-40d2-8175-31a0093615bb
327,034264da-a404-4037-b215-b095bba77490
328,0342b085-be20-475a-bc38-59b9cb6012e8
329,03436524-197a-4941-a2a1-c7c4b71c4709
330,034c2b40-6bcc-4bb5-be94-4602496ddcc6
324,0333cb81-5f44-4f31-9ee7-725e4f6af7b3
325,0335e7db-5e0e-4271-8ae7-437a1d2c16ac
331,035d61a9-5ca2-4275-b8df-fcfa9f5c1b31
332,035ee753-232f-4ba2-afbf-8d1eb162e6f8
333,0363363b-a538-4cf6-ae6b-6b45cdabd99a
334,0366c2f6-6e78-4526-808c-fa7bace6006e
335,0370afa0-07d3-4787-8a5b-10272cb3a486
336,037c49e4-39ca-4d72-8f5c-9adc5687601b
337,037e7fc9-3aa6-484c-a2c8-43009e45f1d8
338,037eccdb-21c3-4048-af4f-b25dcbe99134
339,038463c8-d2e1-4e7b-829d-67a744ae2660
340,038519b9-bca8-4b27-b5ac-2409595469d0
341,0385be55-8e8e-4e7d-b6b7-51adc6eb98fa
342,038a8b6b-4529-4e06-bdff-9ee7ba291776
343,038c0165-32b6-4e81-8180-604b49905207
344,038dce4c-f754-45ef-98a4-4e16f931a65c
345,0390a3dc-386c-402f-a89c-b94867bfb0a2
346,039115f2-6322-4674-bc64-f21883ed375a
347,0391691f-6708-481a-93a5-6677e6fa2ff3
348,0396ef40-3774-4684-9971-160aaccf6ac6
349,039e2e39-8f7f-43f2-8448-de35ef7b8dc1
350,03a0f7ac-de8a-43cf-be15-07d31e9d6188
351,03a3f54e-9289-4d99-beab-bfa0988a050e
352,03a4b997-4738-41a9-933f-e1f765e3a75a
353,03a4cbe2-cf35-4c2c-b035-666f994ffd09
354,03a9ac3f-f6e4-4ade-9770-cf723434b7e8
355,03ad624e-71f6-4f72-8ce0-7700e83458d9
356,03c35670-84ac-4825-b395-cefb76ceb89a
357,03ce2235-50d9-4f67-b588-166b9b37c664
358,03ce87f1-cdda-4121-8c0a-988642053055
359,03d32ace-dd99-48c6-bcae-9b915d041aef
360,03d38eac-5240-4ca3-bfc7-0ba2fecc2c93
361,03d3fee8-f7de-4152-8c18-6d279cc6c125
362,03dc8820-ec10-42c1-8200-d323cfcbf2b0
363,03df6a57-37c9-46d3-83b3-4a6240100714
364,03e04034-48b5-4f1f-9859-2b46dedf4d8b
365,03e04cee-4727-44fe-96f3-42cbd08beb76
366,03e1cdd5-b687-4dc0-967e-244b70f5ed15
367,03e25120-b4e4-409e-8dbc-7574ea4c78d6
368,03e27ebd-6141-4002-b41f-0bf9d6ec2908
369,03ea5632-7d90-4390-8df7-686f63f6b1a3
370,03efb4f3-b8e2-4441-824f-886dc40712c4
371,03f5946b-e000-4b39-a49f-1c31668b51bd
372,03f96c23-de0b-4b85-81f8-febc850aa621
373,03fb26b1-6d9c-455b-9b2f-a052a9222db7
374,03fc0cae-a6d3-4fae-995d-038eb32c48ac
375,03fde598-5b6b-4c7f-ba13-c06ed1fa918a
378,0406a534-c69c-40bb-801f-228a662ac1a2
379,040e7562-239c-4186-93d1-d5f448244bab
380,040f6f11-7fbe-4635-b935-442e41f1e704
381,0411aead-9f77-435d-a343-635f23221cf7
376,03fe19bb-8e22-4030-8299-2ddd2d5a7eb2
382,04120095-74a5-4284-bfba-aeb0b509dc84
383,0415bb62-819c-4c42-bc76-b9cfa9f5bb51
377,04046ae4-5c51-434b-930c-f3b1d348bf4b
384,041738f9-7465-4a6c-8046-a897d88cbcdd
385,041cc2d0-eb67-484e-8da1-e91ddb2b3f70
386,041e2a01-3652-46c1-a9d1-d38ae7ee0551
387,041edb3a-e7f3-4118-9974-99b622d18b09
388,04260930-ff38-4b35-9ec4-e89196a4f2c7
389,0429a8c5-1b27-4a08-aa92-3282916a461d
390,0429d146-332f-4fb0-8273-c73679ca6d47
391,042a665d-2f63-4f7e-ac89-0d560da68085
392,042e0533-faf4-475e-be7b-438d23c6e605
393,042fd95a-5e85-4ce5-bb68-066a295c54fb
394,043192d8-6077-46c3-b43f-b7caf6762869
395,0431b67e-ce09-4009-ba5b-9fd41e6f1df4
396,0432e07d-baf6-4c20-8646-08338c7dc950
397,043370fd-9cfe-47ce-8019-e915cee1ae95
398,0439df39-0324-4110-b3f4-4a32393021de
399,043dd2e5-21e4-49b9-90b2-831e587b2238
400,043ded41-2506-4dab-91c4-142d9287e7d7
401,043f869d-b11c-4c0d-9591-2bf0df7bde55
402,043fa53c-8a46-4fbd-836f-2403c62e0121
403,0440f85f-8128-4399-9a3d-51f39e196c96
404,0441a901-31ce-419f-a898-e9a9ad4ab351
405,04472c4f-0df3-4de8-9cc2-882d95b822be
406,04477339-7ed5-4770-9e5c-6e481ffcc858
407,044a169e-32ae-464a-a642-8d3409e82d9f
408,044be66d-9334-4d4b-b420-b97a18698e95
409,044c3f16-f27d-4f36-a996-eb0aca1cff6c
410,04505544-8341-4bd9-afa7-b31d6b415c47
411,04559759-1afd-4785-badc-c3416041f016
412,04560bc2-df00-4f75-95a0-a63e2ce760b0
413,0456ec64-2c81-4763-a352-8ff64a4c3d6b
414,04576b4d-2977-4cdf-b4a5-b0b47995e962
415,045a9d3d-c20d-427f-a77b-0bffc6f55526
416,045b2b84-96bd-46fb-8aae-a33968e741c7
417,045bf1fd-f375-47a0-9983-7e2ebfed7854
418,04628d92-bd5e-4aff-830d-7b302bd6459e
419,0462e985-c99e-4404-b212-e9d8baecce72
420,046331b1-9e49-4c82-bff9-52fc9b14055c
421,0464176d-75d2-403a-aa9d-40e85f106d01
422,04647861-0023-432b-9b24-77264f11e470
423,04683bd7-b100-4fc8-8165-316c5508c255
424,046923d6-2d58-42ce-afb8-886f4932e76c
425,046b6989-5b56-4b52-a655-109b1eb26a93
426,046ccc8a-ec0d-4dc5-b41d-5e8a6d86812a
427,046e25ee-c96d-4cff-93be-f7e3379d713c
428,046f5783-cc7b-416a-8cf6-2bcef9c2cc1a
429,0477b923-9f32-4e7f-ac08-c715cca819a4
430,047d95cb-3de4-4299-9b8e-ae6dd24395d9
431,047e09c0-cbd9-45ba-9729-bf35ebe24e69
432,047e761e-7bbe-403b-86d7-cb9fb0b20b21
433,0481adcd-b66d-432e-80ba-3a4718bb3a7d
434,04858b93-0a2a-44d0-942d-7fadf589cbb7
435,048925e1-3bd6-4caa-90b9-e75e890032a5
436,048bdc4a-4d26-420c-88ed-23a073c30fff
437,048cc868-1657-448d-9f2c-97973e73f477
438,048f4bb9-c5da-42d4-9af0-bd8754afce1a
439,04936918-7ef3-42fa-b0cd-87d18cb69d2c
440,049777d0-910d-46d2-9ca1-10277b2fb845
441,04979f18-1ba8-47a3-a078-ab6b84bfac72
442,0498ea14-53d9-4655-a616-0ff3cf73de4e
443,0499a59d-5bb1-4907-874e-e89ee5e4b992
444,049d1fb2-cce7-40e7-a633-e84cf9782d89
445,049d2e18-8fa9-44d9-8618-f675592cb624
446,049e9963-1b74-476f-9a81-dbfae543e1c5
447,049fc248-4e46-43de-986d-fa023a3e8792
448,04a3bb42-0464-4638-a6ac-d5f412c222cc
449,04a7d1d2-a5ad-4fde-a45b-0695c7eb114e
450,04a8858e-9033-403e-9346-5a2ad1bdf680
451,04aa210a-235f-4e07-87d1-0d28cdf6888b
452,04b1280a-b084-4f65-a3f4-2ba41d6c26fa
453,04b1abe8-06f2-43d2-afdc-ebc745b40ac7
454,04b1fb9e-4aef-46d9-b163-f9beff198bad
455,04b7362d-0490-4cb0-b5d7-2a7732f659ce
456,04ba3865-3e4b-4583-b49b-f5433926c29a
457,04bb6731-5662-48d5-9e48-99d378c4adaf
458,04be1e69-2d5c-4931-8906-a6807b5b08ca
459,04bf6999-0d88-4a27-ad69-f3c4e08adc09
460,04c7bb20-6e40-4e79-a0ec-ced920d3491e
461,04c9b3d7-83ba-400e-9837-2ba0119e9445
462,04cc5292-a485-4bb8-a143-9364229d480f
463,04cc9d99-69a9-499b-91bc-f2f30d217bdd
464,04cf02dc-f053-414e-87d8-1537f25bcbf4
465,04cffc41-05da-45fb-82da-2c4d4108c7e1
466,04d02394-e17f-43cd-932f-f58e8cc56629
467,04d0d20f-720e-4cb6-a3ad-ea2b57bb7efa
468,04d8615c-3883-4251-9790-1d8a4a40e142
469,04da8c46-9703-47f2-974b-c144464ec380
470,04dc245b-011f-4207-ab5c-1528037200f5
471,04dd449f-ff3a-4ed7-8241-244d58b371dc
472,04e62136-f5c9-48f7-b25c-a31e9714b19b
473,04e9ac31-3377-4a4c-9337-53ee0ada882a
474,04ea7e88-7ea5-4b4c-9a7c-2a6ac0bc0682
475,04eb4fc0-0cc5-44f1-af5a-44579125d5c2
476,04ec6f72-8b7e-487b-b075-84276cd6ecfd
477,04eeb9ad-5c59-411b-8809-db8349838588
478,04f0c489-3d1e-4ee4-a0ab-7983ae643ecb
479,04f2c320-dfcc-440a-9e24-3c2083d74e7c
480,04fbb7aa-0dd4-4ac6-837d-822227fb6356
481,05004b4a-2e2c-4a88-a994-8576684fb64a
482,0501af1f-c67c-4cb1-aced-4be426c83316
483,0503fc7e-6819-4979-b0df-7de23de4558b
484,05058594-608f-4046-bf44-b736a7072f0a
485,05074b68-6b31-4f9f-b3ec-bffe3e7eab47
486,05079479-86a6-4041-a395-83d325b6ddb7
487,05079cee-b190-42d7-b59f-130cb545cab7
488,0507a9d2-cbad-4a7b-b888-fbd5ac1ed02f
489,050dac46-9ba0-4b8a-b61b-1c7ec6f3723a
490,0517f736-e6eb-4fdb-8288-e0c8a9a44379
491,05221ba6-53fd-4f45-b8b4-493724f75963
492,0527fc47-2bfc-4d02-90fa-5a1284f89a0a
