index,deck_id,rating,is_commander,count
21133,5,34,false,1
18860,5,34,false,1
16993,5,34,false,1
22697,5,34,false,1
6562,5,34,false,1
8466,5,34,false,1
561,5,34,false,1
5327,5,34,false,1
22395,5,34,false,1
3403,5,34,false,1
17831,5,34,false,1
18346,5,34,false,1
3175,5,34,false,1
14335,5,34,false,1
19121,5,34,false,1
16786,5,34,false,1
3302,5,34,false,1
9843,5,34,false,1
16873,5,34,false,19
12737,5,34,false,1
18650,5,34,false,1
4726,5,34,false,1
12416,6,35,true,1
19602,6,35,false,1
8769,6,35,false,1
2294,6,35,false,1
12319,6,35,false,1
21052,6,35,false,1
19661,6,35,false,1
20378,6,35,false,1
16248,6,35,false,1
7873,6,35,false,1
19900,6,35,false,1
784,6,35,false,1
4984,6,35,false,1
18994,6,35,false,1
10790,6,35,false,1
9054,6,35,false,1
15903,6,35,false,1
11907,6,35,false,1
2035,6,35,false,1
20171,6,35,false,1
11931,6,35,false,1
13567,6,35,false,1
74,6,35,false,1
9839,6,35,false,1
18554,6,35,false,1
5632,6,35,false,1
6726,6,35,false,1
3201,6,35,false,1
18000,6,35,false,1
1866,6,35,false,1
11058,6,35,false,1
18774,6,35,false,1
17609,6,35,false,1
4633,6,35,false,1
1043,6,35,false,1
21544,6,35,false,1
12267,6,35,false,1
6077,6,35,false,1
12722,6,35,false,1
19996,6,35,false,1
10512,6,35,false,1
2899,6,35,false,1
12904,6,35,false,1
9514,6,35,false,1
4195,6,35,false,1
10588,6,35,false,1
11018,6,35,false,1
9520,6,35,false,1
7177,6,35,false,1
294,6,35,false,1
7948,6,35,false,1
19350,6,35,false,1
22403,6,35,false,1
8823,6,35,false,1
13121,6,35,false,1
1009,6,35,false,1
4385,6,35,false,1
1141,6,35,false,1
570,6,35,false,1
14544,6,35,false,1
2252,6,35,false,1
5327,6,35,false,1
5085,6,35,false,1
5785,6,35,false,1
4792,6,35,false,1
2304,6,35,false,1
13242,6,35,false,1
11457,6,35,false,1
10465,6,35,false,1
17575,6,35,false,1
22311,6,35,false,1
4066,6,35,false,1
5831,6,35,false,1
9168,6,35,false,1
13086,6,35,false,1
14335,6,35,false,1
378,6,35,false,1
7782,6,35,false,1
7941,6,35,false,1
9765,6,35,false,1
17415,6,35,false,1
8396,6,35,false,1
6522,6,35,false,1
18650,6,35,false,1
15799,6,35,false,1
3110,6,35,false,1
556,6,35,false,13
8715,6,35,false,1
22747,7,30,true,1
3957,7,30,false,1
2294,7,30,false,1
5225,7,30,false,1
1524,7,30,false,1
1119,7,30,false,1
19194,7,30,false,1
9661,7,30,false,1
15882,7,30,false,1
22126,7,30,false,1
18963,7,30,false,1
6781,7,30,false,1
5258,7,30,false,1
14707,7,30,false,1
10479,7,30,false,1
19299,7,30,false,1
7952,7,30,false,1
8052,7,30,false,1
7468,7,30,false,1
13255,7,30,false,1
7490,7,30,false,1
21655,7,30,false,1
13440,7,30,false,1
4200,7,30,false,1
8723,7,30,false,1
11005,7,30,false,1
11892,7,30,false,1
15687,7,30,false,1
345,7,30,false,1
1858,7,30,false,1
14946,7,30,false,1
6367,7,30,false,1
15154,7,30,false,1
955,7,30,false,1
8176,7,30,false,1
19733,7,30,false,1
17746,7,30,false,1
15402,7,30,false,1
21845,7,30,false,1
18717,7,30,false,1
18009,7,30,false,1
17226,7,30,false,1
14572,7,30,false,1
2899,7,30,false,1
6895,7,30,false,1
14368,7,30,false,1
19760,7,30,false,1
19447,7,30,false,1
15375,7,30,false,1
16224,7,30,false,1
5123,7,30,false,1
15382,7,30,false,1
5246,7,30,false,1
9536,7,30,false,1
16321,7,30,false,1
17996,7,30,false,1
15931,7,30,false,1
4783,7,30,false,1
11134,7,30,false,1
2871,7,30,false,1
13428,7,30,false,1
375,7,30,false,1
9638,7,30,false,1
14902,7,30,false,1
5327,7,30,false,1
8948,7,30,false,1
21690,7,30,false,1
769,7,30,false,1
8788,7,30,false,1
15015,7,30,false,1
10886,7,30,false,1
11603,7,30,false,1
14722,7,30,false,9
902,7,30,false,1
4773,7,30,false,1
21809,7,30,false,1
13097,7,30,false,1
5067,7,30,false,1
14262,7,30,false,1
7687,7,30,false,9
11144,7,30,false,1
18650,7,30,false,1
2524,7,30,false,1
10894,8,45,true,1
2023,8,45,false,1
6754,8,45,false,1
9645,8,45,false,1
18261,8,45,false,1
4435,8,45,false,1
17005,8,45,false,1
18219,8,45,false,1
9365,8,45,false,1
4719,8,45,false,1
16644,8,45,false,1
3953,8,45,false,1
7059,8,45,false,1
324,8,45,false,1
6500,8,45,false,1
20399,8,45,false,1
6277,8,45,false,1
10801,8,45,false,1
17099,8,45,false,1
7415,8,45,false,1
22046,8,45,false,1
20637,8,45,false,1
4996,8,45,false,1
10662,8,45,false,1
17963,8,45,false,1
3593,8,45,false,1
4391,8,45,false,1
8449,8,45,false,1
10007,8,45,false,1
3236,8,45,false,1
5563,8,45,false,1
864,8,45,false,1
9735,8,45,false,1
18413,8,45,false,1
5153,8,45,false,1
9902,8,45,false,1
18849,8,45,false,1
20674,8,45,false,1
12528,8,45,false,1
18743,8,45,false,1
1963,8,45,false,1
13641,8,45,false,1
11933,8,45,false,1
9275,8,45,false,1
14081,8,45,false,1
18836,8,45,false,1
1828,8,45,false,1
9113,8,45,false,1
5535,8,45,false,1
5740,8,45,false,1
12722,8,45,false,1
17925,8,45,false,1
18260,8,45,false,1
16494,8,45,false,1
4195,8,45,false,1
21270,8,45,false,1
9909,8,45,false,1
14769,8,45,false,1
10025,8,45,false,1
3162,8,45,false,1
15101,8,45,false,1
4376,8,45,false,1
8056,8,45,false,1
6308,8,45,false,1
16322,8,45,false,1
5085,8,45,false,1
236,8,45,false,1
19940,8,45,false,1
15015,8,45,false,1
22311,8,45,false,1
3302,8,45,false,1
322,8,45,false,1
17415,8,45,false,1
8396,8,45,false,1
8419,8,45,false,24
2524,8,45,false,1
4494,9,25,true,1
20114,9,25,false,1
15174,9,25,false,1
10186,9,25,false,1
20474,9,25,false,1
20624,9,25,false,1
11626,9,25,false,1
15958,9,25,false,1
17917,9,25,false,1
2405,9,25,false,1
9206,9,25,false,1
2047,9,25,false,1
21808,9,25,false,1
3262,9,25,false,1
2811,9,25,false,1
21584,9,25,false,1
20428,9,25,false,1
4163,9,25,false,1
16076,9,25,false,1
2509,9,25,false,1
2337,9,25,false,1
21420,9,25,false,1
23035,9,25,false,1
8942,9,25,false,1
5167,9,25,false,1
7261,9,25,false,1
10674,9,25,false,1
18158,9,25,false,1
18307,9,25,false,1
1475,9,25,false,1
11313,9,25,false,1
7985,9,25,false,1
15148,9,25,false,1
14304,9,25,false,1
15514,9,25,false,1
17439,9,25,false,1
17745,9,25,false,1
739,9,25,false,1
13255,9,25,false,1
4571,9,25,false,1
9034,9,25,false,1
1955,9,25,false,1
9938,9,25,false,1
22535,9,25,false,1
5443,9,25,false,1
19489,9,25,false,1
8727,9,25,false,1
13346,9,25,false,1
18105,9,25,false,1
19806,9,25,false,1
11488,9,25,false,1
198,9,25,false,1
15450,9,25,false,1
8132,9,25,false,1
13595,9,25,false,1
6951,9,25,false,1
6184,9,25,false,1
10485,9,25,false,1
12722,9,25,false,1
16411,9,25,false,1
5090,9,25,false,1
2933,9,25,false,1
837,9,25,false,1
12536,9,25,false,1
8274,9,25,false,1
8967,9,25,false,1
10863,9,25,false,1
11832,9,25,false,1
7265,9,25,false,1
457,9,25,false,1
769,9,25,false,1
4908,9,25,false,1
7364,9,25,false,1
5975,9,25,false,1
16034,9,25,false,12
15289,9,25,false,1
7687,9,25,false,12
2524,9,25,false,1
1406,10,27,true,1
7352,10,27,false,1
22897,10,27,false,1
1914,10,27,false,1
1011,10,27,false,1
6996,10,27,false,1
993,10,27,false,1
14448,10,27,false,1
8908,10,27,false,1
9730,10,27,false,1
7820,10,27,false,1
5367,10,27,false,1
3517,10,27,false,1
19329,10,27,false,1
15866,10,27,false,1
18593,10,27,false,1
1652,10,27,false,1
19834,10,27,false,1
9838,10,27,false,1
6899,10,27,false,1
5691,10,27,false,1
13168,10,27,false,1
8680,10,27,false,1
10366,10,27,false,1
14755,10,27,false,1
7338,10,27,false,1
22823,10,27,false,1
20050,10,27,false,1
4868,10,27,false,1
1597,10,27,false,1
5212,10,27,false,1
3543,10,27,false,1
14875,10,27,false,1
11804,10,27,false,1
19796,10,27,false,1
9169,10,27,false,1
18215,10,27,false,1
21888,10,27,false,1
3890,10,27,false,1
14451,10,27,false,1
16816,10,27,false,1
12074,10,27,false,1
8645,10,27,false,1
1765,10,27,false,1
9536,10,27,false,1
22556,10,27,false,1
18753,10,27,false,1
6462,10,27,false,1
2596,10,27,false,1
5257,10,27,false,1
8632,10,27,false,1
18429,10,27,false,1
15243,10,27,false,1
20447,10,27,false,1
6607,10,27,false,1
10497,10,27,false,1
9607,10,27,false,1
14476,10,27,false,1
13327,10,27,false,1
769,10,27,false,1
16090,10,27,false,19
17795,10,27,false,1
14722,10,27,false,19
9456,11,29,true,1
11240,11,29,false,1
22575,11,29,false,1
9464,11,29,false,1
18386,11,29,false,1
7542,11,29,false,1
12647,11,29,false,1
581,11,29,false,1
17595,11,29,false,1
19710,11,29,false,1
19559,11,29,false,1
9206,11,29,false,1
717,11,29,false,1
21882,11,29,false,1
3262,11,29,false,1
8042,11,29,false,1
17604,11,29,false,1
21251,11,29,false,1
21088,11,29,false,1
7742,11,29,false,1
1025,11,29,false,1
18944,11,29,false,1
19878,11,29,false,1
10469,11,29,false,1
10245,11,29,false,1
16614,11,29,false,1
22753,11,29,false,1
2696,11,29,false,1
13857,11,29,false,1
1551,11,29,false,1
8302,11,29,false,1
8909,11,29,false,1
14710,11,29,false,1
19759,11,29,false,1
7012,11,29,false,1
5922,11,29,false,1
5502,11,29,false,1
19843,11,29,false,1
347,11,29,false,1
4596,11,29,false,1
198,11,29,false,1
17663,11,29,false,1
10227,11,29,false,1
7514,11,29,false,1
20528,11,29,false,1
20235,11,29,false,1
871,11,29,false,1
3015,11,29,false,1
16339,11,29,false,1
18633,11,29,false,1
20168,11,29,false,1
21745,11,29,false,1
5997,11,29,false,1
9536,11,29,false,1
13762,11,29,false,1
12380,11,29,false,1
7623,11,29,false,1
2122,11,29,false,1
18657,11,29,false,1
11883,11,29,false,1
14178,11,29,false,1
14452,11,29,false,1
12407,11,29,false,1
7891,11,29,false,1
6011,11,29,false,1
5651,11,29,false,1
18089,11,29,false,1
5975,11,29,false,1
18627,11,29,false,1
10580,11,29,false,1
2166,11,29,false,1
11890,11,29,false,1
17415,11,29,false,1
3250,11,29,false,1
8101,11,29,false,22
7588,11,29,false,1
18650,11,29,false,1
17783,11,29,false,1
311,12,37,true,1
3828,12,37,false,1
9039,12,37,false,1
2502,12,37,false,1
4634,12,37,false,1
16403,12,37,false,1
1166,12,37,false,1
8378,12,37,false,1
10403,12,37,false,1
22812,12,37,false,1
22471,12,37,false,1
17282,12,37,false,1
695,12,37,false,1
14013,12,37,false,1
21988,12,37,false,1
4774,12,37,false,1
6653,12,37,false,1
7638,12,37,false,1
7187,12,37,false,1
5444,12,37,false,1
14869,12,37,false,1
20979,12,37,false,1
12113,12,37,false,1
4971,12,37,false,1
13845,12,37,false,1
14528,12,37,false,1
12594,12,37,false,1
8409,12,37,false,1
5767,12,37,false,1
8841,12,37,false,1
12386,12,37,false,1
6068,12,37,false,1
5488,12,37,false,1
14829,12,37,false,1
6367,12,37,false,1
11444,12,37,false,1
22098,12,37,false,1
15154,12,37,false,1
4918,12,37,false,1
11717,12,37,false,1
6323,12,37,false,1
12763,12,37,false,1
21845,12,37,false,1
4716,12,37,false,1
14382,12,37,false,1
19455,12,37,false,1
20475,12,37,false,1
18986,12,37,false,1
19897,12,37,false,1
12773,12,37,false,1
22245,12,37,false,1
22403,12,37,false,1
10884,12,37,false,1
16694,12,37,false,1
13550,12,37,false,1
9241,12,37,false,1
1529,12,37,false,1
5697,12,37,false,1
22006,12,37,false,1
8729,12,37,false,1
11048,12,37,false,1
2617,12,37,false,1
1099,12,37,false,1
12229,12,37,false,1
1711,12,37,false,1
7420,12,37,false,1
4815,12,37,false,1
4321,12,37,false,1
5092,12,37,false,1
10886,12,37,false,1
1330,12,37,false,1
5011,12,37,false,1
14722,12,37,false,22
3302,12,37,false,1
17415,12,37,false,1
17034,12,37,false,1
9354,12,37,false,1
18650,12,37,false,1
2518,12,37,false,1
4740,13,44,true,1
8000,13,44,false,1
6730,13,44,false,1
13491,13,44,false,1
11149,13,44,false,1
14887,13,44,false,1
16744,13,44,false,1
14619,13,44,false,1
10428,13,44,false,1
11325,13,44,false,1
16133,13,44,false,1
6091,13,44,false,1
19787,13,44,false,1
11552,13,44,false,1
1455,13,44,false,1
22471,13,44,false,1
3405,13,44,false,1
4903,13,44,false,1
15167,13,44,false,1
22570,13,44,false,1
22464,13,44,false,1
8762,13,44,false,1
15907,13,44,false,1
13563,13,44,false,1
2842,13,44,false,1
13661,13,44,false,1
12594,13,44,false,1
3824,13,44,false,1
2750,13,44,false,1
15659,13,44,false,1
16723,13,44,false,1
14988,13,44,false,1
17551,13,44,false,1
22102,13,44,false,1
18774,13,44,false,1
19780,13,44,false,1
6327,13,44,false,1
11612,13,44,false,1
5875,13,44,false,1
16306,13,44,false,1
6895,13,44,false,1
14368,13,44,false,1
20684,13,44,false,1
18120,13,44,false,1
19698,13,44,false,1
15375,13,44,false,1
761,13,44,false,1
22216,13,44,false,1
5820,13,44,false,1
18782,13,44,false,1
17996,13,44,false,1
20384,13,44,false,1
9649,13,44,false,1
14849,13,44,false,1
21948,13,44,false,1
7047,13,44,false,1
11608,13,44,false,1
12778,13,44,false,1
5473,13,44,false,1
12889,13,44,false,1
10340,13,44,false,1
769,13,44,false,1
5991,13,44,false,1
15015,13,44,false,1
5092,13,44,false,1
22453,13,44,false,1
14722,13,44,false,11
3302,13,44,false,1
16873,13,44,false,11
17415,13,44,false,1
21809,13,44,false,1
11382,13,44,false,1
12737,13,44,false,1
4007,13,44,false,1
12980,13,44,false,1
15249,13,44,false,1
2524,13,44,false,1
13652,13,44,false,1
15851,13,44,false,1
19404,15,40,true,1
3641,15,40,false,1
12657,15,40,false,1
1914,15,40,false,1
18597,15,40,false,1
8413,15,40,false,1
5119,15,40,false,1
18683,15,40,false,1
16403,15,40,false,1
18270,15,40,false,1
8228,15,40,false,1
9132,15,40,false,1
21194,15,40,false,1
272,15,40,false,1
155,15,40,false,1
22368,15,40,false,1
21587,15,40,false,1
21529,15,40,false,1
16560,15,40,false,1
8892,15,40,false,1
506,15,40,false,1
15369,15,40,false,1
11227,15,40,false,1
6925,15,40,false,1
21624,15,40,false,1
18591,15,40,false,1
9870,15,40,false,1
6576,15,40,false,1
12491,15,40,false,1
1767,15,40,false,1
1659,15,40,false,1
10535,15,40,false,1
3053,15,40,false,1
22464,15,40,false,1
6403,15,40,false,1
15907,15,40,false,1
16061,15,40,false,1
13910,15,40,false,1
5875,15,40,false,1
3015,15,40,false,1
13415,15,40,false,1
9013,15,40,false,1
9536,15,40,false,1
16321,15,40,false,1
22403,15,40,false,1
571,15,40,false,1
1958,15,40,false,1
20489,15,40,false,1
6984,15,40,false,1
8247,15,40,false,1
12921,15,40,false,1
1053,15,40,false,1
6169,15,40,false,1
1145,15,40,false,1
3907,15,40,false,1
15020,15,40,false,1
7355,15,40,false,1
2738,15,40,false,1
17203,15,40,false,1
16708,15,40,false,1
10294,15,40,false,1
769,15,40,false,1
14722,15,40,false,19
16873,15,40,false,19
6946,16,42,true,1
6207,16,42,false,1
20474,16,42,false,1
21861,16,42,false,1
11305,16,42,false,1
10717,16,42,false,1
16184,16,42,false,1
13290,16,42,false,1
11782,16,42,false,1
4086,16,42,false,1
4477,16,42,false,1
14286,16,42,false,1
4611,16,42,false,1
8278,16,42,false,1
4659,16,42,false,1
5490,16,42,false,1
1874,16,42,false,1
4981,16,42,false,1
22753,16,42,false,1
21090,16,42,false,1
18444,16,42,false,1
5272,16,42,false,1
6549,16,42,false,1
4652,16,42,false,1
13958,16,42,false,1
520,16,42,false,1
10065,16,42,false,1
4187,16,42,false,1
7683,16,42,false,1
6547,16,42,false,1
20255,16,42,false,1
11933,16,42,false,1
16081,16,42,false,1
6077,16,42,false,1
7337,16,42,false,1
6104,16,42,false,1
12593,16,42,false,1
21270,16,42,false,1
7429,16,42,false,1
19673,16,42,false,1
22733,16,42,false,1
8141,16,42,false,1
18388,16,42,false,1
17767,16,42,false,1
3050,16,42,false,1
3084,16,42,false,1
13039,16,42,false,1
18567,16,42,false,1
11459,16,42,false,1
4403,16,42,false,1
7598,16,42,false,1
15232,16,42,false,1
14769,16,42,false,1
8816,16,42,false,1
10909,16,42,false,1
4989,16,42,false,1
20688,16,42,false,1
1604,16,42,false,1
20971,16,42,false,1
7786,16,42,false,1
3357,16,42,false,1
10019,16,42,false,1
17830,16,42,false,1
16090,16,42,false,17
16034,16,42,false,17
14335,16,42,false,1
5773,16,42,false,1
10204,17,29,true,1
3828,17,29,false,1
13369,17,29,false,1
10860,17,29,false,1
1387,17,29,false,1
1303,17,29,false,1
12319,17,29,false,1
12634,17,29,false,1
15063,17,29,false,1
7920,17,29,false,1
4928,17,29,false,1
16101,17,29,false,1
4670,17,29,false,1
5791,17,29,false,1
2310,17,29,false,1
8828,17,29,false,1
2113,17,29,false,1
14336,17,29,false,1
12978,17,29,false,1
15115,17,29,false,1
2109,17,29,false,1
5138,17,29,false,1
17220,17,29,false,1
14440,17,29,false,1
15273,17,29,false,1
21469,17,29,false,1
4301,17,29,false,1
3614,17,29,false,1
17956,17,29,false,1
6577,17,29,false,1
20185,17,29,false,1
11880,17,29,false,1
18729,17,29,false,1
1507,17,29,false,1
9873,17,29,false,1
20399,17,29,false,1
3155,17,29,false,1
4662,17,29,false,1
15062,17,29,false,1
74,17,29,false,1
9594,17,29,false,1
8131,17,29,false,1
11170,17,29,false,1
22614,17,29,false,1
9447,17,29,false,1
11617,17,29,false,1
22046,17,29,false,1
22183,17,29,false,1
21221,17,29,false,1
13636,17,29,false,1
11338,17,29,false,1
12813,17,29,false,1
952,17,29,false,1
6146,17,29,false,1
2899,17,29,false,1
13415,17,29,false,1
18965,17,29,false,1
4198,17,29,false,1
6104,17,29,false,1
12407,17,29,false,1
11233,17,29,false,1
20662,17,29,false,1
1260,17,29,false,1
15434,17,29,false,1
4376,17,29,false,1
4720,17,29,false,1
12294,17,29,false,1
769,17,29,false,1
15015,17,29,false,1
16090,17,29,false,8
20504,17,29,false,1
16034,17,29,false,8
325,17,29,false,1
14722,17,29,false,7
9673,17,29,false,1
10865,17,29,false,1
5323,17,29,false,1
11335,17,29,false,1
21248,17,29,false,1
4889,17,29,false,1
10004,18,29,true,1
14970,18,29,false,1
14825,18,29,false,1
16018,18,29,false,1
15103,18,29,false,1
14816,18,29,false,1
18386,18,29,false,1
22589,18,29,false,1
11650,18,29,false,1
7542,18,29,false,1
7367,18,29,false,1
15327,18,29,false,1
7914,18,29,false,1
11849,18,29,false,1
14538,18,29,false,1
19710,18,29,false,1
21036,18,29,false,1
14292,18,29,false,1
7129,18,29,false,1
17722,18,29,false,1
20515,18,29,false,1
6460,18,29,false,1
16463,18,29,false,1
21251,18,29,false,1
746,18,29,false,1
22715,18,29,false,1
13916,18,29,false,1
13801,18,29,false,1
8827,18,29,false,1
20890,18,29,false,1
13690,18,29,false,1
